item_id,item,cost,type
f4d66232-2b15-4713-bca3-4bb09fb6695c,Midel,1422.75,Onions - Vidalia
e58788dd-74d2-45dc-a5b7-cdd6bfb57700,Skalith,883.44,Cafe Royale
a5803d3f-c347-4945-a5fd-9e55ed04da49,Realmix,1751.87,Veal - Inside
bcab6a2f-7648-4760-ae9a-49b06862411a,Muxo,4847.56,Shrimp - 100 / 200 Cold Water
d70b5286-bf2f-4747-94c2-f84b5b8cd760,Blognation,9708.53,Piping - Bags Quizna
f3ffa988-8505-41a6-ac68-9db348517139,Browsezoom,3475.65,Beef - Flank Steak
1115cc56-94ca-4f2e-ae49-05b11e31fff5,Innojam,6475.73,Curry Powder Madras
108f05d3-2ad5-49b2-a251-673f01ca3fbf,Meedoo,967.9,"Beef - Chuck, Boneless"
83750f9c-b23f-4d33-8b9e-b5768a5706bf,Vinte,7415,"Veal - Inside, Choice"
cd103a86-de3c-4c71-92fc-98f49fa21e22,Fatz,9782.39,"Vodka - Hot, Lnferno"
41306a98-b648-4d17-b1df-126215fb1a65,Eire,2701.71,Salt - Sea
6aa3d8a3-6103-46ca-b2b7-31a57558ff1d,Edgetag,7238.87,Island Oasis - Wildberry
a0181a7c-03e8-4e4d-8075-c9ff5be756cb,Jaxspan,4730.15,Onions Granulated
f6848374-cdba-4dfd-9ad3-fe138c9b7b88,Ntag,5031,Bar - Sweet And Salty Chocolate
14faa25f-b757-4140-910c-270cbf727610,Linktype,9989.28,Juice - Lagoon Mango
2bb540e4-5a04-47cd-b167-240e543ff4aa,Topiczoom,5428.89,Steamers White
58bee59a-b386-4c11-b070-2a2b36b79628,Meeveo,6525.48,"Veal - Insides, Grains"
86a50464-186b-4dce-8267-2603d8661606,Shuffledrive,9855.74,Oyster - In Shell
122a929a-3343-42a9-b668-520ba708ebc6,Vitz,4711.48,"Quail - Whole, Boneless"
5ebd0274-4237-4a0e-b953-e9eb39c18f73,Oyoyo,4335.59,Beef Tenderloin Aaa
89a5787a-17a0-4659-bf5c-29431c79d6eb,Cogilith,2042.73,Langers - Cranberry Cocktail
ea746fad-19fa-4aca-9c27-122b4ae67af7,Shuffletag,3975.34,Sage - Rubbed
e8c74f78-3b82-416d-afa9-a7f0d1131056,Jabbersphere,6714.76,Muffin - Zero Transfat
8255df9c-d3a5-4a2a-a702-da309e579a3e,Zazio,4518.85,"Cheese - Brie,danish"
63b76d47-6801-4bee-82e8-582a571c4b89,Twitterworks,9919.01,Bread - Italian Corn Meal Poly
9fc22340-0539-4d24-8043-06bf85b70c1d,Fliptune,7148.34,"Marsala - Sperone, Fine, D.o.c."
742061a6-ac62-4062-80bc-7c22699854ec,Mydeo,1743.27,"Pasta - Lasagna Noodle, Frozen"
7d7d3704-6aa9-4123-a1ad-972744b9f9ef,Skynoodle,3344.21,Gelatine Powder
827a6cfe-dcd8-44d2-976b-bca51fd80d02,Cogilith,9238.46,Piping - Bags Quizna
10923612-71c1-4dc0-90b5-af921be25785,Omba,3409.58,Wine - Pinot Noir Pond Haddock
cbcfef9a-827e-49f3-bd62-f1e1397075ee,Kayveo,3967.17,Sea Bass - Whole
ee348d4d-bbc0-4a98-9938-ba201b491d9b,Dynabox,9359.24,"Bread - Roll, Calabrese"
2c2f1e1a-227e-4ca1-afb1-e2720fd2df90,Kayveo,2420.56,Soup - French Can Pea
ae3a2607-3713-4bff-89af-5881efb5a07c,Feedmix,4837.19,"Wine - Red, Gallo, Merlot"
6de3a7d8-8c4d-482f-9b9c-30142dfc445e,Shuffletag,428.31,Veal - Osso Bucco
94681f25-6ce6-4f2a-bf3d-71e253fdfa19,Wikivu,3858.36,Pasta - Cheese / Spinach Bauletti
bd508853-d20a-4b27-8095-ff87958de803,Zooxo,1161.29,Mcguinness - Blue Curacao
9328bba3-ba71-464d-86b0-2a1ea855c9e8,Skalith,8570.84,Longos - Penne With Pesto
dbd925e4-c859-4f42-9419-bd660d38ddd3,Realcube,4800.08,Muffin Orange Individual
79ccf90f-585b-4ff3-b1a3-ee493adba9f3,Skaboo,2610.26,Ostrich - Fan Fillet
19433989-b0b6-470f-becf-7643023d57f0,Livetube,4305.88,Salt - Table
fcbc3008-caac-40f2-8faa-2329299989e5,Yamia,1607.73,Lettuce - Escarole
889d7f15-9ad3-4b64-ada8-80a32b84d1b2,Zooxo,3310.18,Vacuum Bags 12x16
b5f7a7e0-da7e-460f-96ba-4fd1e0d99901,Thoughtworks,1480.86,Beer - True North Strong Ale
9dff9e15-31c5-454d-b028-5e0dc42f689b,Tagpad,5410.56,Soup - Campbells Broccoli
4da34dd3-47c5-4d14-bc92-f073b74a7613,Flipopia,4775.92,Wine - Gewurztraminer Pierre
0e6f9674-eb53-427a-9f9a-7d8b90d8c57c,Photolist,3646.48,Pie Filling - Pumpkin
71d6ad60-ab81-4bc9-8551-3fd895e59ccf,Bluezoom,1458.16,"Mushroom - Enoki, Fresh"
2fcb3a45-071c-402b-84da-270cfe0749eb,Tagchat,7983.27,Temperature Recording Station
08f146f6-49cf-4f92-ac87-06ffc848528a,Jaloo,8683.27,Wine - Piper Heidsieck Brut
8ce5613e-99ad-4ed5-aa2a-22c93a78c860,Zoombox,6684.63,Galliano
04e5332f-2b64-4ba1-a5a0-5e82fe8f080d,Podcat,777.34,Pur Value
46d8be74-8848-4a21-a2cb-8c7a734d1495,Yotz,7402.01,Food Colouring - Pink
47568c44-3bf0-487e-9382-303e8e414216,Tekfly,875.28,Wine - Charddonnay Errazuriz
38ab1ed6-ee1b-429b-82e1-f8d89c1755d7,Pixope,8830.67,Rice Paper
492d7e1a-ddd8-49bf-8581-68323eb53d1e,Gabvine,5721.71,Potato - Sweet
dd0a972e-0c81-4986-be91-bafc7eb94055,Lazz,9641.36,"Crush - Orange, 355ml"
22dbc5dd-0f2a-4855-98fa-1673941d245a,Meejo,6858.16,Sunflower Seed Raw
11670fa5-50b4-4b41-afe4-11cb11a6cdef,Mycat,5801.48,"Sauce - Apple, Unsweetened"
797591e4-59d7-40cc-abb9-bddd32c9f4da,Dabfeed,5779.24,Soupcontfoam16oz 116con
38b14f1b-5b69-4a88-829a-aa12dab5ea5c,Twimbo,2216.53,Beer - Blue
7a589676-ab24-447a-b306-f07d69aa4b95,Vimbo,5790.91,Noodles - Steamed Chow Mein
fa3817e7-93cf-4ae1-86cb-9f21dcf6456f,Dabvine,747.38,"Turnip - White, Organic"
f54b797b-976c-4a52-8ebd-ee02647cecdf,Yoveo,7817.02,Milk - 1%
733d3568-8a2e-433d-ba1c-39f2a1692ebe,Skaboo,9127.93,Avocado
8e28b049-196b-4914-bf1e-eefad3865649,Bubblebox,9776.26,"Bread - Roll, Soft White Round"
c0dd0a34-c224-44c0-af29-ff9584ef12f0,Realbuzz,6992.96,Island Oasis - Banana Daiquiri
bce95f97-56a8-4e4d-b5cb-a6fc3ba98481,Shuffledrive,9378.06,Muffin Carrot - Individual
3567cd50-ad3c-4cee-a28f-d262e7755933,Kazio,8148.4,Chocolate Eclairs
b2e657d0-eb3d-4c9a-8ce4-62783f67d48e,Skipstorm,3850.44,Appetizer - Seafood Assortment
c9e1f13e-e7df-43ca-afd0-48c074d8dcd8,Skyvu,9238.44,Apple - Northern Spy
4194c766-5506-41ab-8bc6-58e2fabe3e90,Minyx,2360.8,Bar Mix - Lime
4c60f428-3e02-45bb-b854-ef939ab151d2,Rhynoodle,8227.78,Lettuce - Sea / Sea Asparagus
c350c55a-9ccc-4867-ba37-4ef3e37a5495,Flashdog,3425.04,Vinegar - Tarragon
08950f9f-8188-43db-973c-483d5c3ab9ac,Youbridge,4335.13,Muffin - Mix - Bran And Maple 15l
ce3855fd-73ec-4793-9221-0b1ae08b3b73,Voolia,8870.95,Bar Energy Chocchip
dec5515b-2b77-459c-9c4d-724042b50770,Aibox,6484.39,Tuna - Loin
2c950c72-7db7-4aff-a0fa-f55270350cb9,Tanoodle,5921.92,Limes
13d10031-ad57-49b9-a814-996147645124,Meeveo,2435.68,"Stock - Beef, Brown"
ec34c033-cbf1-4750-bf34-0f22a05efb7d,Wikizz,1432.23,Grenadillo
1431e7cb-68d0-4a3b-a0d0-bf5ee948043e,Vipe,5102.8,Shrimp - Black Tiger 26/30
276157fe-ec5d-4c52-91c7-e8d0ba104fe4,Omba,9018.16,Island Oasis - Banana Daiquiri
d13a3480-cea2-44ce-a859-8fe053aa864d,Twinder,7016.1,Carroway Seed
86dcc1c0-9ebd-41fa-9d85-2c88a3b201dc,Mycat,5322.08,Beef - Striploin
57d1c5d0-7b55-4691-9cf3-bed763d1f054,Zoovu,9139.13,Vacuum Bags 12x16
6a89b579-53cf-4ddd-9625-530c52af749f,Meembee,9310.2,Cheese - St. Andre
6b5e3e31-429f-41d6-97d2-81645c8abf59,Mynte,8625.98,Squid Ink
489dbf33-28cb-4e88-8309-e0c30f0def89,Buzzdog,6942.45,Glycerine
876ef515-55eb-4684-8cce-41d51102948f,Voonte,6461.93,Mustard - Pommery
fb2805dd-9e8a-49e2-a3dc-b29d2e1ae8bd,Twiyo,3381.47,Long Island Ice Tea
397ff199-8ff6-4ed9-b1eb-0c623c884238,Chatterbridge,1675.49,Wine - Zonnebloem Pinotage
4959a2a9-455b-4a04-8506-041a0e0cbe1e,Geba,3481.83,Apple - Macintosh
440aba88-3dda-4219-8ce7-8ce21c3e8bd5,Teklist,9238.39,Peas Snow
611d5a10-5b3d-4bac-b08a-6fb9abb02262,Nlounge,4822.56,Soup Campbells - Italian Wedding
d61cab74-42f6-4ff4-a819-ba896520abf3,Jaloo,1170.92,Yoplait Drink
256204d1-bf84-411a-adb4-235a67bb2647,Kwilith,5235.9,Wine - Stoneliegh Sauvignon
7a9e2fc0-faaa-424c-972f-80938db86f07,Katz,2143.39,Bread - Corn Muffaleta Onion
d6055631-e189-4395-9b8c-8cbc13f3716e,Brainverse,6389.09,Wine - Port Late Bottled Vintage
209c8b2c-3fce-464c-9c9d-30f4e53b1db3,Mydeo,3813.87,Bread Country Roll
73e55a25-8171-44c8-96f3-bab2be5adf31,Linkbridge,2868.31,Cod - Black Whole Fillet
22fddfb6-802d-491f-b040-ad229837990c,Zava,3429.14,Pork - Belly Fresh
6aa06bfe-1d6d-459f-bba7-fb6ac2ffa0ff,Linklinks,3094.85,"Tomatoes - Diced, Canned"
6b698654-03e7-4866-b751-f97177a60295,Skimia,3480.58,Straws - Cocktale
175ee7ab-99de-4be6-8abf-1e1966f4ef1f,Wikizz,3761.86,"Pork - Tenderloin, Frozen"
33961b92-f5c2-483b-a3ba-11da0fb4ebd3,Devpoint,5674.43,Cheese - Pied De Vents
5a7ab09d-5368-4e99-a51b-16432bd12fa8,Photobug,6043.73,Eel Fresh
1174b08f-aee0-4ce7-bd66-b85459ce6227,Fatz,2612.3,Pepper - Chilli Seeds Mild
0001e657-3170-4fb0-90ea-1a3a69d81609,Browsedrive,8627.58,Bread Cranberry Foccacia
4c1ec970-9752-4e1f-897a-40904d6c26db,Oyoba,1603.5,Sobe - Berry Energy
3330f3e3-fb1e-45ea-999c-4af2d19df9a8,Dynabox,3426.21,Pernod
8f9791d5-9099-4474-b218-f6e5916dcc0c,Jayo,6260.78,Chicken - Soup Base
8e5f4b94-0be9-46bc-99a4-9f7b55efb1f3,Quamba,8145.37,"Cod - Salted, Boneless"
80434dd5-d62e-4aa3-885d-b770f9d50e4e,Twimm,3479.81,Wine - Chateauneuf Du Pape
aa069522-3dbe-4a92-b225-6b0e5fae9504,Roombo,9700.39,V8 - Tropical Blend
5831642b-e04a-4e18-80e2-a509987456ca,Topicstorm,1948.84,Baking Soda
e56c8487-ffbf-4750-a7bd-462f16f94fa2,Abata,214.81,Wine - Soave Folonari
00d9b1ae-d750-4f7c-94ff-11552b7c3d2c,Meembee,1994.88,Icecream - Dstk Strw Chseck
204f41d7-c8d1-4b63-9229-921dcb2d7fb4,Yadel,9938.33,Compound - Passion Fruit
e12492b4-a8d7-4e7d-ba41-1984497d2986,Babbleset,4193.23,Aromat Spice / Seasoning
23d50167-7ff0-4ee3-943d-85567bc4d385,Abatz,1201.5,Veal - Kidney
d60c461e-36d5-4a1d-a435-eabf139493a2,Mydo,8115.04,Shrimp - Prawn
43eae0ff-9476-43dd-b7e6-44298b664937,Fliptune,2061.51,Beef - Ground Medium
feedbd72-9076-452c-9454-d7b5259cadce,Yadel,9837.38,Grouper - Fresh
fbc3fa95-da4e-4749-a4cd-c0c3e831e872,Plajo,7029.54,Muffin Puck Ww Carrot
86a998a8-6086-497d-bfad-6206cf4a22bb,Realblab,5914.91,Beer - Corona
d042c9e4-8c6f-4666-aed2-2b78c4035719,Shuffletag,1234.76,"Mop Head - Cotton, 24 Oz"
4ab8e015-7bac-49c7-a914-8f442cbc6dab,Trunyx,5914.45,Frangelico
df0551f5-15f3-4638-af78-aa9242a61d86,Bluejam,3366.78,Banana - Leaves
bbbb6e9d-02e8-4b2c-a72b-6608c54a863c,Avamm,3557.74,Versatainer Nc - 888
e5b30ba8-9e06-44d8-8822-34827a13a0d9,Rhycero,5136.35,"Crab - Dungeness, Whole, live"
f33d767f-91d0-4675-905e-f88d6d70c0a5,Roodel,6035.71,"Bread - Crumbs, Bulk"
c7e0bd6d-ec28-424a-b302-00d9908a421a,Zoomcast,4984.55,Oil - Olive
09306b38-f227-4363-aea5-564164300072,Trilia,9386.44,Jam - Apricot
9987f5b9-2182-4cf5-93ee-e29cc01dde9e,Photolist,9842.69,Lychee
9f9a50f3-864b-45f0-aabe-6d484b8ce252,Gabvine,5203.04,Marzipan 50/50
14107578-864c-48d7-8554-7673c24f0fba,Wordpedia,4016.67,Kirsch - Schloss
0b54b2f0-8caa-441c-9600-1148c3744f57,Browsezoom,6786.68,Red Currants
38feb7d3-0314-46f3-b0d9-97e95e940679,Skyba,3691.66,"Seedlings - Buckwheat, Organic"
280b9bc2-7358-40b8-aeb9-9615abdde215,Babbleopia,1873.35,Blackberries
3fe10a89-2f0b-4e3e-b11d-6f25dc600cb2,Blogspan,4226.43,Cheese - Comte
9b3545c4-43f3-469e-a446-4cf53501fd2f,Dynazzy,8944.51,Wine - Red Oakridge Merlot
380aa2ce-0d11-41d6-9cb3-79f5b27582dc,Trunyx,3364.44,Wine - Cave Springs Dry Riesling
5ab9affe-11ba-4050-9713-146f350b1b57,Dynabox,9198.66,Sauce - Balsamic Viniagrette
e9b9e800-2386-4e34-af6e-e87e33f9cf92,Voonyx,5332.87,"Juice - Apple, 500 Ml"
b8309c21-7a4a-4889-927d-c0615db50dcd,Meevee,5277.79,Wine - Trimbach Pinot Blanc
349e20e1-8456-418c-a927-3995cf939e43,Riffpedia,9011.04,Shrimp - 150 - 250
c971585a-4d02-416a-b7f7-546750d4a60c,Trunyx,5800.65,Muffin Mix - Banana Nut
f395abd7-5f43-43bd-b622-b8b3ef9a1897,Skimia,3783.89,Juice - Lagoon Mango
f25ee74a-d85e-48f7-a9b1-503f139eea7a,Skynoodle,1897.07,Energy - Boo - Koo
2a5abd54-5837-4f4f-977b-bcc8c0801951,Riffpath,6530.85,Duck - Breast
28201b9e-41ee-46c8-9e8e-6afcad22f5fd,Ntag,8448.92,Oven Mitt - 13 Inch
0b150b94-cb24-413a-a7e6-c5a936e1c1c2,Skinder,5427.4,Cardamon Seed / Pod
8b1f5152-aeda-40f3-abb6-aaf7b3b7433b,Livepath,7121.1,Cheese - Wine
e01aae30-899a-413f-9382-dede4c97a021,Realpoint,3007.12,Wine - Lamancha Do Crianza
6b8ea041-3b64-4ce0-ae47-c5191bdac606,Realmix,4893,Chivas Regal - 12 Year Old
f31887a3-ba9b-40f8-b9d5-c4716e19d145,Pixonyx,2925.04,"Beans - Kidney, Red Dry"
921d229b-d15e-4ded-a0e0-eb391125eeac,Oodoo,3666.72,Chickhen - Chicken Phyllo
1ae12e23-6d7d-4709-acac-afb173d833a3,Rhynyx,7175.65,Carbonated Water - Raspberry
702c63dd-5936-4557-abd8-c59d97b48bca,Geba,1030.24,"Veal - Chops, Split, Frenched"
167846af-e182-4d1e-9e7a-bbb316ffa704,Voolith,8100.57,Lettuce - Lolla Rosa
422ef667-2129-48bc-b1f4-fbddfa889015,Jabbersphere,9115.08,Tea - Herbal Sweet Dreams
4dbd7980-1d6d-4aef-b7a7-0319cdc5d39e,Avamm,9341.41,Soup Bowl Clear 8oz92008
2e6c3dd9-2e3d-4c01-9390-c8c1df022cd7,Eayo,5299.44,Milk - 2%
2bb089ae-4b8f-4975-ae93-ba8863bf5fad,Flipstorm,3171.47,"Salt - Rock, Course"
594a3e6e-787e-4265-84f5-ca93cf8cb5ed,Wikibox,1296.26,Langers - Mango Nectar
900aeba4-98cf-4e6d-9891-794d03f68944,Thoughtblab,415.19,Soup Campbells Turkey Veg.
fc2edfc4-0fe5-4bd4-a14a-c06cd77b5f59,Plambee,3553.85,Cabbage - Nappa
426710bd-8b09-43aa-9fcf-7d80ad737740,Abata,7402.86,Napkin White - Starched
23c5def4-8bcd-48bc-b275-77b05bb59cb3,Feedmix,7894.26,Appetizer - Asian Shrimp Roll
384deffe-c76b-46dd-8e77-a2c2df9e9421,Kanoodle,1847.04,Bread - Crusty Italian Poly
e164ce6a-39dd-497a-8374-4e6fdc995987,Centimia,2692.6,"Artichoke - Hearts, Canned"
39c24bea-f9d9-4a63-8fdd-160ef7869709,Devcast,161.28,Pork - Sausage Casing
af6c864e-eddc-4786-b17f-087fc1232e49,Jayo,7483.05,Orange - Blood
283d454b-d445-4257-b213-c88c0ccd34b6,Skyndu,9971.8,Beer - Upper Canada Light
e94ec914-fd55-47df-b58a-39e78dc05d85,Zoonoodle,2958.3,"Wine - Red, Lurton Merlot De"
3158bc05-c8f2-4292-bdc1-1b9dacc61c71,Wordtune,9926.31,"Lettuce - Romaine, Heart"
02f76ee8-18c3-49f2-afff-88eba5ce227b,Riffpedia,2592.22,Truffle Paste
